date,field_id,crop_type,yield,irrigation,fertilizer_used
2022-11-30,1,tomates,777.3698524108273,aspersion,True
2022-12-31,1,amandiers,857.5162791309128,goutte-à-goutte,True
2023-01-31,1,oliviers,1161.1288478936092,goutte-à-goutte,True
2023-02-28,1,poivrons,592.1673947959741,goutte-à-goutte,True
2023-03-31,1,poivrons,1131.7304066545962,goutte-à-goutte,True
2023-04-30,1,oliviers,1718.5208867530696,goutte-à-goutte,False
2023-05-31,1,oliviers,1650.253460398248,goutte-à-goutte,True
2023-06-30,1,poivrons,366.4326838153355,aspersion,False
2023-07-31,1,oliviers,1473.6248870733368,aspersion,True
2023-08-31,1,amandiers,1216.7342497169607,aspersion,True
2023-09-30,1,oliviers,1346.9513792200355,goutte-à-goutte,True
2023-10-31,1,figuiers,775.6192557674283,goutte-à-goutte,False
2023-11-30,1,oliviers,858.957998595439,aspersion,True
2023-12-31,1,poivrons,806.7008187976074,goutte-à-goutte,True
2020-01-31,2,oliviers,1674.5483466844298,goutte-à-goutte,True
2020-02-29,2,amandiers,1063.2777415031092,aucune,False
2020-03-31,2,tomates,751.1215672942631,goutte-à-goutte,True
2020-04-30,2,amandiers,896.5953769448894,goutte-à-goutte,False
2020-05-31,2,amandiers,1459.0273310509538,goutte-à-goutte,False
2020-06-30,2,amandiers,920.9569403528553,aspersion,True
2020-07-31,2,oliviers,1421.792134660055,aucune,False
2020-08-31,2,amandiers,1114.23111606086,goutte-à-goutte,True
2020-09-30,2,oliviers,1485.38464878774,aucune,False
2020-10-31,2,oliviers,2188.6233720510972,aspersion,True
2020-11-30,2,tomates,996.1070323746017,aspersion,True
2020-12-31,2,amandiers,1602.2041924841405,goutte-à-goutte,False
2021-01-31,2,oliviers,1100.9250598451235,aucune,True
2021-02-28,2,tomates,859.9465901526002,aucune,True
2021-03-31,2,amandiers,1234.1851593467245,goutte-à-goutte,True
2021-04-30,2,figuiers,720.4554549774815,aspersion,False
2021-05-31,2,oliviers,1343.641350922781,goutte-à-goutte,True
2021-06-30,2,poivrons,833.6774187582075,goutte-à-goutte,True
2021-07-31,2,oliviers,1751.175726453285,aucune,True
2021-08-31,2,amandiers,1188.676820340628,goutte-à-goutte,True
2021-09-30,2,oliviers,992.6793599673287,aspersion,False
2021-10-31,2,oliviers,1600.263060614926,goutte-à-goutte,True
2021-11-30,2,oliviers,1389.1762641518867,aucune,True
2021-12-31,2,amandiers,1145.6847696252044,aucune,True
2022-01-31,2,oliviers,1374.4286199693413,goutte-à-goutte,False
2022-02-28,2,oliviers,2002.2158878198693,goutte-à-goutte,True
2022-03-31,2,amandiers,993.9147460141919,goutte-à-goutte,True
2022-04-30,2,oliviers,1285.2812177559772,goutte-à-goutte,True
2022-05-31,2,oliviers,1383.5837696012272,goutte-à-goutte,True
2022-06-30,2,tomates,740.5270036403832,aspersion,True
2022-07-31,2,oliviers,1271.4556839469165,goutte-à-goutte,True
2022-08-31,2,oliviers,1331.6172228213588,goutte-à-goutte,False
2022-09-30,2,oliviers,1880.5768049879525,goutte-à-goutte,True
2022-10-31,2,figuiers,585.4144260132641,aucune,True
2022-11-30,2,amandiers,1084.3281252405964,aucune,True
2022-12-31,2,amandiers,1210.1162050480098,aspersion,True
2023-01-31,2,figuiers,716.2390864125554,aucune,False
2023-02-28,2,poivrons,787.4615812820626,aucune,False
2023-03-31,2,oliviers,2107.7317690693635,goutte-à-goutte,True
2023-04-30,2,oliviers,1568.290951445451,aucune,False
2023-05-31,2,oliviers,1453.8014310456049,aucune,True
2023-06-30,2,amandiers,1176.9544092782282,aucune,False
2023-07-31,2,oliviers,1746.0379675097722,aspersion,True
2023-08-31,2,amandiers,1276.6037485942102,goutte-à-goutte,True
2023-09-30,2,oliviers,1481.015442995623,goutte-à-goutte,True
2023-10-31,2,poivrons,785.1465207664704,goutte-à-goutte,True
2023-11-30,2,oliviers,1466.924006994337,goutte-à-goutte,True
2023-12-31,2,amandiers,871.9995532303757,goutte-à-goutte,True
2020-01-31,3,oliviers,1029.4084995965095,goutte-à-goutte,True
2020-02-29,3,oliviers,1625.7520989226753,aspersion,False
2020-03-31,3,oliviers,1800.9737418794498,aucune,True
2020-04-30,3,oliviers,1639.3913202811727,goutte-à-goutte,True
2020-05-31,3,oliviers,1895.5932162561464,goutte-à-goutte,True
2020-06-30,3,amandiers,1131.0260248436336,goutte-à-goutte,True
2020-07-31,3,oliviers,1743.6451999364608,aspersion,True
2020-08-31,3,oliviers,1815.3087050718104,goutte-à-goutte,True
2020-09-30,3,oliviers,1016.8021702528712,goutte-à-goutte,True
2020-10-31,3,tomates,699.557560321946,goutte-à-goutte,False
2020-11-30,3,oliviers,1299.271446622972,aspersion,True
2020-12-31,3,poivrons,809.5244508167076,goutte-à-goutte,True
2021-01-31,3,poivrons,793.1658476812329,goutte-à-goutte,True
2021-02-28,3,oliviers,1633.1504038671683,goutte-à-goutte,True
2021-03-31,3,amandiers,1183.2484986292454,aspersion,True
2021-04-30,3,poivrons,752.4589529946134,aucune,True
2021-05-31,3,tomates,881.8383541911529,goutte-à-goutte,True
2021-06-30,3,poivrons,732.8915588680544,goutte-à-goutte,True
2021-07-31,3,figuiers,942.8997021147243,goutte-à-goutte,True
2021-08-31,3,figuiers,908.6028240804493,goutte-à-goutte,True
2021-09-30,3,figuiers,743.1570789468215,aspersion,True
2021-10-31,3,poivrons,734.6794528398583,aucune,True
2021-11-30,3,oliviers,1751.4691572360725,goutte-à-goutte,False
2021-12-31,3,oliviers,2119.413725867138,goutte-à-goutte,False
2022-01-31,3,oliviers,1575.384066099344,goutte-à-goutte,False
2022-02-28,3,figuiers,896.5754614058208,goutte-à-goutte,True
2022-03-31,3,oliviers,1689.4625778828695,aspersion,False
2022-04-30,3,oliviers,1897.2708909844062,goutte-à-goutte,True
2022-05-31,3,amandiers,1130.5877654560425,goutte-à-goutte,True
2022-06-30,3,oliviers,1346.923435470274,aspersion,True
2022-07-31,3,poivrons,828.3360052821355,aspersion,True
2022-08-31,3,oliviers,1344.1638706230476,aspersion,True
2022-09-30,3,figuiers,1000.7260220218839,goutte-à-goutte,True
2022-10-31,3,poivrons,750.9168632980411,goutte-à-goutte,False
2022-11-30,3,oliviers,1782.362178803171,goutte-à-goutte,False
2022-12-31,3,oliviers,1616.9253804608525,goutte-à-goutte,False
2023-01-31,3,figuiers,844.2815224876678,goutte-à-goutte,True
2023-02-28,3,oliviers,2045.1693382965427,goutte-à-goutte,True
2023-03-31,3,oliviers,2019.094303749001,goutte-à-goutte,True
2023-04-30,3,poivrons,477.671077004327,goutte-à-goutte,False
2023-05-31,3,oliviers,1460.4515394699097,aspersion,True
2023-06-30,3,oliviers,1244.4949620559883,aspersion,True
2023-07-31,3,poivrons,754.2011385788694,goutte-à-goutte,False
2023-08-31,3,tomates,988.990684630443,aucune,True
2023-09-30,3,oliviers,1777.4734077860753,aspersion,True
2023-10-31,3,oliviers,1360.1666117290263,aucune,True
2023-11-30,3,tomates,719.4473116719049,goutte-à-goutte,True
2023-12-31,3,oliviers,1668.3202612698378,goutte-à-goutte,False
2020-01-31,4,tomates,841.9182810625758,goutte-à-goutte,True
2020-02-29,4,amandiers,1090.8802415937519,aspersion,True
2020-03-31,4,tomates,889.6559616563917,goutte-à-goutte,True
2020-04-30,4,amandiers,1494.3010260051701,aucune,True
2020-05-31,4,oliviers,1809.7530987803466,goutte-à-goutte,True
2020-06-30,4,oliviers,1120.718083124188,aspersion,True
2020-07-31,4,amandiers,1123.2822027555121,goutte-à-goutte,False
2020-08-31,4,amandiers,932.9713854844927,goutte-à-goutte,True
2020-09-30,4,oliviers,903.1119964792986,aspersion,False
2020-10-31,4,poivrons,543.1574311848443,goutte-à-goutte,False
2020-11-30,4,tomates,742.8581009379484,goutte-à-goutte,False
2020-12-31,4,amandiers,1745.727046755138,goutte-à-goutte,True
2021-01-31,4,poivrons,807.6123494505614,goutte-à-goutte,True
2021-02-28,4,amandiers,847.5464614733949,goutte-à-goutte,True
2021-03-31,4,oliviers,1413.5205722980868,aspersion,True
2021-04-30,4,oliviers,1362.574083621347,goutte-à-goutte,True
2021-05-31,4,oliviers,1412.893163909628,aspersion,False
2021-06-30,4,figuiers,553.8592480434909,aucune,True
2021-07-31,4,figuiers,928.6874881012279,aspersion,True
2021-08-31,4,oliviers,1634.2017002731238,aspersion,True
2021-09-30,4,oliviers,1275.1745499143904,aspersion,True
2021-10-31,4,amandiers,1111.1590484537242,aucune,False
2021-11-30,4,oliviers,1415.5467306932742,goutte-à-goutte,True
2021-12-31,4,tomates,701.7421013221056,goutte-à-goutte,True
2022-01-31,4,oliviers,1335.9361895935408,goutte-à-goutte,True
2022-02-28,4,oliviers,1909.2974434759922,goutte-à-goutte,True
2022-03-31,4,amandiers,1457.8041391862912,goutte-à-goutte,True
2022-04-30,4,figuiers,835.814892992265,goutte-à-goutte,True
2022-05-31,4,amandiers,1121.5378519883172,goutte-à-goutte,True
2022-06-30,4,oliviers,1051.955941272054,goutte-à-goutte,True
2022-07-31,4,amandiers,1462.4502666353524,goutte-à-goutte,True
2022-08-31,4,oliviers,1440.6363699562344,aspersion,True
2022-09-30,4,tomates,702.7766569455649,aspersion,False
2022-10-31,4,oliviers,1726.2487321466842,aucune,False
2022-11-30,4,amandiers,1012.3219985106596,aspersion,True
2022-12-31,4,oliviers,1722.660988086421,goutte-à-goutte,False
2023-01-31,4,tomates,898.2817105353244,goutte-à-goutte,True
2023-02-28,4,oliviers,1751.4546631570515,goutte-à-goutte,True
2023-03-31,4,tomates,1138.5225838530034,aspersion,True
2023-04-30,4,amandiers,1289.8580511838966,goutte-à-goutte,True
2023-05-31,4,tomates,594.4087562034523,goutte-à-goutte,True
2023-06-30,4,tomates,470.84343479809974,goutte-à-goutte,True
2023-07-31,4,oliviers,1328.3888089140305,aspersion,True
2023-08-31,4,oliviers,1603.1779715722737,goutte-à-goutte,False
2023-09-30,4,oliviers,1882.9499578099824,goutte-à-goutte,False
2023-10-31,4,oliviers,1791.0720223753835,goutte-à-goutte,True
2023-11-30,4,oliviers,1321.0107717811234,aucune,True
2023-12-31,4,tomates,798.31659694814,goutte-à-goutte,False
2020-01-31,5,oliviers,1684.666452271867,goutte-à-goutte,True
2020-02-29,5,poivrons,873.6436133861049,goutte-à-goutte,False
2020-03-31,5,oliviers,1911.712037247109,goutte-à-goutte,True
2020-04-30,5,oliviers,2080.231470897818,aspersion,False
2020-05-31,5,oliviers,1681.2211186127347,goutte-à-goutte,True
2020-06-30,5,amandiers,1193.0646627235108,aspersion,False
2020-07-31,5,figuiers,620.3687247430207,goutte-à-goutte,True
2020-08-31,5,figuiers,874.6771784199877,goutte-à-goutte,True
2020-09-30,5,oliviers,1906.3243546076674,aucune,True
2020-10-31,5,oliviers,1907.9354749579645,aucune,True
2020-11-30,5,oliviers,1179.8771393554257,goutte-à-goutte,True
2020-12-31,5,tomates,834.7345311807696,aspersion,False
2021-01-31,5,tomates,793.5827466771088,goutte-à-goutte,True
2021-02-28,5,figuiers,699.2096519270891,goutte-à-goutte,False
2021-03-31,5,oliviers,1463.191613165047,goutte-à-goutte,True
2021-04-30,5,figuiers,1041.6149893895501,goutte-à-goutte,True
2021-05-31,5,figuiers,763.0713223588699,aspersion,True
2021-06-30,5,tomates,649.7686073818755,goutte-à-goutte,True
2021-07-31,5,amandiers,1145.3653989222298,goutte-à-goutte,True
2021-08-31,5,amandiers,999.3052050619182,goutte-à-goutte,False
2021-09-30,5,oliviers,1185.515075964626,aucune,False
2021-10-31,5,oliviers,1721.0921283860653,aspersion,False
2021-11-30,5,amandiers,1144.8872758352775,aucune,True
2021-12-31,5,oliviers,1825.624647627432,goutte-à-goutte,True
2022-01-31,5,oliviers,1788.5571547457416,aspersion,False
2022-02-28,5,oliviers,1246.0610449294345,goutte-à-goutte,True
2022-03-31,5,poivrons,882.4505487873683,goutte-à-goutte,True
2022-04-30,5,poivrons,776.1354837329089,aspersion,True
2022-05-31,5,amandiers,1056.783147853265,goutte-à-goutte,True
2022-06-30,5,oliviers,1813.8817115976685,aucune,False
2022-07-31,5,tomates,623.7567987107665,goutte-à-goutte,False
2022-08-31,5,amandiers,786.5218333217042,goutte-à-goutte,True
2022-09-30,5,oliviers,1174.7867880719543,aucune,True
2022-10-31,5,oliviers,1543.9945527025852,goutte-à-goutte,False
2022-11-30,5,figuiers,799.76893670806,aucune,True
2022-12-31,5,tomates,979.0983802034834,aspersion,False
2023-01-31,5,tomates,695.557362446746,goutte-à-goutte,True
2023-02-28,5,tomates,926.6164372568672,goutte-à-goutte,True
2023-03-31,5,oliviers,1343.998932628597,aucune,True
2023-04-30,5,oliviers,1252.5794812586614,goutte-à-goutte,True
2023-05-31,5,oliviers,1978.4041390795146,aspersion,False
2023-06-30,5,oliviers,1272.0045162276147,goutte-à-goutte,True
2023-07-31,5,oliviers,1601.0456092681325,goutte-à-goutte,True
2023-08-31,5,oliviers,1470.7039991557983,aspersion,True
2023-09-30,5,amandiers,1167.0744410877794,goutte-à-goutte,True
2023-10-31,5,oliviers,1234.594732227904,goutte-à-goutte,True
2023-11-30,5,oliviers,1340.7523276203283,aspersion,True
2023-12-31,5,oliviers,1510.3843419767502,aucune,True
2020-01-31,6,amandiers,942.5454010887642,goutte-à-goutte,True
2020-02-29,6,amandiers,1364.9083117509033,goutte-à-goutte,False
2020-03-31,6,oliviers,1461.691868060301,aucune,True
2020-04-30,6,oliviers,1448.4315252654055,aucune,True
2020-05-31,6,oliviers,1335.5588469863249,goutte-à-goutte,False
2020-06-30,6,oliviers,1486.3848287709159,aucune,True
2020-07-31,6,oliviers,1983.9185720672758,goutte-à-goutte,True
2020-08-31,6,poivrons,902.7678326450166,goutte-à-goutte,True
2020-09-30,6,oliviers,1390.7990620985988,aspersion,True
2020-10-31,6,amandiers,1449.6652184438929,aspersion,False
2020-11-30,6,figuiers,748.8447736260441,goutte-à-goutte,True
2020-12-31,6,tomates,938.1607584999675,goutte-à-goutte,False
2021-01-31,6,poivrons,734.0016773851711,goutte-à-goutte,False
2021-02-28,6,tomates,850.6661961527614,goutte-à-goutte,False
2021-03-31,6,amandiers,879.5300779184092,goutte-à-goutte,True
2021-04-30,6,amandiers,1289.1535986377205,aucune,False
2021-05-31,6,poivrons,753.9978426926319,goutte-à-goutte,True
2021-06-30,6,amandiers,1175.7523162884593,aspersion,True
2021-07-31,6,oliviers,1663.807660163787,goutte-à-goutte,False
2021-08-31,6,tomates,704.2272725511376,goutte-à-goutte,True
2021-09-30,6,oliviers,1172.0162642625542,aucune,True
2021-10-31,6,oliviers,1175.0748588343322,goutte-à-goutte,True
2021-11-30,6,poivrons,579.6076351396407,aucune,True
2021-12-31,6,figuiers,847.8109385970779,aspersion,False
2022-01-31,6,oliviers,1715.3553773391684,aspersion,False
2022-02-28,6,oliviers,1609.612033269477,goutte-à-goutte,True
2022-03-31,6,amandiers,1376.7603468937893,aucune,True
2022-04-30,6,figuiers,962.8531702875754,goutte-à-goutte,True
2022-05-31,6,oliviers,1526.6494503375638,goutte-à-goutte,True
2022-06-30,6,amandiers,1355.3779625120999,aucune,False
2022-07-31,6,oliviers,1157.7609347853129,goutte-à-goutte,False
2022-08-31,6,poivrons,964.8362640533096,goutte-à-goutte,False
2022-09-30,6,oliviers,1513.4256371794424,goutte-à-goutte,False
2022-10-31,6,tomates,887.1563937288546,aucune,True
2022-11-30,6,amandiers,1376.6217516162947,goutte-à-goutte,True
2022-12-31,6,oliviers,2398.9033440352496,goutte-à-goutte,True
2023-01-31,6,oliviers,1711.984733112741,aucune,True
2023-02-28,6,poivrons,770.9789367797895,goutte-à-goutte,True
2023-03-31,6,poivrons,927.1879368839168,goutte-à-goutte,True
2023-04-30,6,oliviers,1281.595035818669,goutte-à-goutte,True
2023-05-31,6,tomates,1143.248888736678,aucune,False
2023-06-30,6,poivrons,1118.347604201946,goutte-à-goutte,False
2023-07-31,6,tomates,673.2459569174221,aucune,False
2023-08-31,6,oliviers,1407.7771235994726,goutte-à-goutte,False
2023-09-30,6,oliviers,1642.680275957522,goutte-à-goutte,True
2023-10-31,6,oliviers,2017.5869295524515,aspersion,False
2023-11-30,6,tomates,893.9277144684273,aspersion,False
2023-12-31,6,poivrons,808.492894876581,goutte-à-goutte,True
2020-01-31,7,oliviers,1488.488980723874,goutte-à-goutte,True
2020-02-29,7,oliviers,979.6109145024956,goutte-à-goutte,False
2020-03-31,7,oliviers,1503.0652314256445,goutte-à-goutte,True
2020-04-30,7,figuiers,932.6291402012779,goutte-à-goutte,True
2020-05-31,7,tomates,1002.4003676063189,aspersion,True
2020-06-30,7,oliviers,1441.9358523114506,goutte-à-goutte,True
2020-07-31,7,figuiers,967.9032411181797,goutte-à-goutte,True
2020-08-31,7,oliviers,1892.1472663573313,aspersion,False
2020-09-30,7,oliviers,1914.5381423900192,goutte-à-goutte,True
2020-10-31,7,oliviers,1531.5822550812966,goutte-à-goutte,True
2020-11-30,7,tomates,1134.6692999126722,aucune,True
2020-12-31,7,oliviers,1555.6687123928912,goutte-à-goutte,True
2021-01-31,7,oliviers,1160.2829908724527,aucune,True
2021-02-28,7,oliviers,1456.2563072976648,aspersion,True
2021-03-31,7,oliviers,1532.3469868351651,aucune,True
2021-04-30,7,oliviers,1672.5753329836823,goutte-à-goutte,True
2021-05-31,7,amandiers,1266.2354351452957,goutte-à-goutte,True
2021-06-30,7,oliviers,1641.2567551096702,aspersion,True
2021-07-31,7,tomates,871.626846056714,goutte-à-goutte,True
2021-08-31,7,oliviers,1560.9085623701742,aspersion,True
2021-09-30,7,amandiers,1116.022697405475,goutte-à-goutte,True
2021-10-31,7,oliviers,1932.0401622620036,goutte-à-goutte,True
2021-11-30,7,poivrons,725.3348332462333,goutte-à-goutte,True
2021-12-31,7,poivrons,986.2730041317012,goutte-à-goutte,True
2022-01-31,7,amandiers,1154.2684021983312,aspersion,False
2022-02-28,7,amandiers,1228.4716954677615,goutte-à-goutte,True
2022-03-31,7,tomates,721.3357668674292,goutte-à-goutte,False
2022-04-30,7,oliviers,1525.5100701508727,goutte-à-goutte,True
2022-05-31,7,tomates,794.3820585525086,goutte-à-goutte,True
2022-06-30,7,figuiers,600.4746650022571,goutte-à-goutte,True
2022-07-31,7,oliviers,1696.3793084043273,goutte-à-goutte,False
2022-08-31,7,oliviers,1521.3394937354255,goutte-à-goutte,True
2022-09-30,7,tomates,763.4581104804993,goutte-à-goutte,True
2022-10-31,7,oliviers,1350.6278643472401,goutte-à-goutte,True
2022-11-30,7,amandiers,1173.7091680380188,goutte-à-goutte,False
2022-12-31,7,oliviers,1330.0552458132256,goutte-à-goutte,True
2023-01-31,7,oliviers,2173.0169118515823,aspersion,True
2023-02-28,7,oliviers,1383.0214777223407,goutte-à-goutte,True
2023-03-31,7,poivrons,850.7284169800992,goutte-à-goutte,True
2023-04-30,7,amandiers,1212.146211272992,goutte-à-goutte,True
2023-05-31,7,oliviers,2406.1309095040215,goutte-à-goutte,False
2023-06-30,7,poivrons,837.0929974261528,goutte-à-goutte,False
2023-07-31,7,poivrons,653.8910217361957,goutte-à-goutte,False
2023-08-31,7,amandiers,831.5766634670206,aspersion,True
2023-09-30,7,oliviers,1607.0402068487103,aspersion,True
2023-10-31,7,figuiers,815.8696876057055,goutte-à-goutte,True
2023-11-30,7,oliviers,1832.3877113930512,aspersion,False
2023-12-31,7,oliviers,1038.4223644056678,goutte-à-goutte,True
2020-01-31,8,oliviers,1334.2158173945431,goutte-à-goutte,False
2020-02-29,8,oliviers,1201.196497897347,aspersion,True
2020-03-31,8,tomates,718.5347606986157,aspersion,False
2020-04-30,8,poivrons,665.9428970826336,goutte-à-goutte,False
2020-05-31,8,oliviers,1645.6433625247573,aspersion,False
2020-06-30,8,tomates,916.518612011043,aucune,True
2020-07-31,8,tomates,763.3526686133451,aucune,True
2020-08-31,8,figuiers,705.7415412343992,goutte-à-goutte,False
2020-09-30,8,amandiers,1253.1160213762741,aspersion,False
2020-10-31,8,oliviers,1325.5620166905514,goutte-à-goutte,True
2020-11-30,8,amandiers,1318.484589690511,goutte-à-goutte,True
2020-12-31,8,oliviers,1158.4913011000092,goutte-à-goutte,False
2021-01-31,8,poivrons,846.7755990190002,goutte-à-goutte,True
2021-02-28,8,tomates,650.8008172985993,aspersion,True
2021-03-31,8,oliviers,1576.173617057724,aspersion,True
2021-04-30,8,oliviers,1725.934307843841,aucune,True
2021-05-31,8,tomates,769.3366440618589,goutte-à-goutte,False
2021-06-30,8,figuiers,1028.3806232273676,goutte-à-goutte,False
2021-07-31,8,oliviers,1735.455597844499,goutte-à-goutte,True
2021-08-31,8,tomates,757.9077668582983,goutte-à-goutte,True
2021-09-30,8,oliviers,1556.3277496544035,goutte-à-goutte,False
2021-10-31,8,poivrons,753.3973785110453,goutte-à-goutte,True
2021-11-30,8,figuiers,959.5244850370359,aucune,False
2021-12-31,8,oliviers,1463.1806671097993,goutte-à-goutte,True
2022-01-31,8,poivrons,1077.3383247426423,aspersion,False
2022-02-28,8,oliviers,1493.7078833587377,goutte-à-goutte,True
2022-03-31,8,amandiers,1389.9375645474402,aspersion,True
2022-04-30,8,amandiers,919.8127178057855,aspersion,True
2022-05-31,8,figuiers,1119.9762651254591,aucune,False
2022-06-30,8,amandiers,1086.758311511538,aspersion,True
2022-07-31,8,oliviers,1519.4783440462782,goutte-à-goutte,True
2022-08-31,8,oliviers,1486.2347123176792,goutte-à-goutte,True
2022-09-30,8,amandiers,724.7374026478028,aspersion,True
2022-10-31,8,oliviers,1139.4903582969414,goutte-à-goutte,True
2022-11-30,8,amandiers,1322.7372567282446,goutte-à-goutte,True
2022-12-31,8,oliviers,1419.6607141797351,aspersion,True
2023-01-31,8,tomates,1100.0928284206504,goutte-à-goutte,True
2023-02-28,8,figuiers,606.986033863512,aspersion,True
2023-03-31,8,oliviers,1459.7856724396088,goutte-à-goutte,True
2023-04-30,8,amandiers,773.6785307224104,goutte-à-goutte,True
2023-05-31,8,oliviers,1305.4395331513547,goutte-à-goutte,True
2023-06-30,8,oliviers,1727.547129836746,goutte-à-goutte,True
2023-07-31,8,oliviers,1896.3845713007527,aspersion,False
2023-08-31,8,amandiers,1288.7946798112664,goutte-à-goutte,False
2023-09-30,8,oliviers,1702.5197749100303,goutte-à-goutte,True
2023-10-31,8,oliviers,1559.2990271863478,aucune,True
2023-11-30,8,figuiers,1115.9274942131588,aucune,True
2023-12-31,8,figuiers,768.420102939457,goutte-à-goutte,True
2020-01-31,9,figuiers,812.0030073297359,aspersion,True
2020-02-29,9,amandiers,1178.160263561439,aucune,True
2020-03-31,9,figuiers,794.6289356092536,goutte-à-goutte,False
2020-04-30,9,oliviers,1917.2178986474576,goutte-à-goutte,False
2020-05-31,9,oliviers,1685.0368883480257,goutte-à-goutte,True
2020-06-30,9,oliviers,1967.8267645518972,aspersion,True
2020-07-31,9,oliviers,1175.883784133929,goutte-à-goutte,True
2020-08-31,9,amandiers,1302.0989901117675,aspersion,True
2020-09-30,9,figuiers,995.4219216586986,goutte-à-goutte,False
2020-10-31,9,oliviers,1109.8529047771171,goutte-à-goutte,True
2020-11-30,9,oliviers,1392.5043396104825,aucune,True
2020-12-31,9,oliviers,1199.7999552862316,goutte-à-goutte,False
2021-01-31,9,amandiers,1127.5385485347504,aspersion,True
2021-02-28,9,oliviers,1828.8004632836312,goutte-à-goutte,True
2021-03-31,9,poivrons,518.8044184600404,goutte-à-goutte,True
2021-04-30,9,oliviers,1177.0299251924864,aspersion,True
2021-05-31,9,oliviers,1405.2503772415487,goutte-à-goutte,True
2021-06-30,9,amandiers,979.1410635353194,aucune,True
2021-07-31,9,tomates,952.9616466727857,goutte-à-goutte,True
2021-08-31,9,figuiers,532.3842526354878,goutte-à-goutte,True
2021-09-30,9,oliviers,2068.131111062846,aspersion,True
2021-10-31,9,oliviers,1832.4643301003186,goutte-à-goutte,True
2021-11-30,9,amandiers,1136.8202290383547,goutte-à-goutte,True
2021-12-31,9,figuiers,676.2180878958592,goutte-à-goutte,False
2022-01-31,9,poivrons,781.3107206236612,aucune,True
2022-02-28,9,oliviers,1464.7105267647942,aspersion,True
2022-03-31,9,poivrons,565.0650364157343,aspersion,True
2022-04-30,9,oliviers,1713.0435428443307,goutte-à-goutte,True
2022-05-31,9,oliviers,1806.5425608059547,aucune,False
2022-06-30,9,figuiers,942.9245737754654,aucune,True
2022-07-31,9,oliviers,1860.9040516260486,aucune,True
2022-08-31,9,figuiers,999.1556389270007,goutte-à-goutte,False
2022-09-30,9,oliviers,1245.1618913025975,aspersion,True
2022-10-31,9,poivrons,840.212653131532,goutte-à-goutte,False
2022-11-30,9,oliviers,2274.396766610492,goutte-à-goutte,False
2022-12-31,9,poivrons,808.1765412562075,aucune,True
2023-01-31,9,tomates,549.0387813246261,aucune,False
2023-02-28,9,figuiers,844.2828589662513,aspersion,False
2023-03-31,9,oliviers,1619.7982538990618,aspersion,False
2023-04-30,9,tomates,762.8055916113422,goutte-à-goutte,True
2023-05-31,9,figuiers,706.3442736263612,aspersion,True
2023-06-30,9,oliviers,1437.1469676596014,goutte-à-goutte,True
2023-07-31,9,oliviers,1844.6628866149397,aspersion,True
2023-08-31,9,oliviers,1469.0305705505302,aspersion,False
2023-09-30,9,oliviers,2272.3431511663894,aucune,True
2023-10-31,9,oliviers,1272.0293965661533,goutte-à-goutte,False
2023-11-30,9,amandiers,1146.8494675602515,aspersion,True
2023-12-31,9,oliviers,1648.7656930515293,goutte-à-goutte,False
2020-01-31,10,oliviers,1611.8278985171805,goutte-à-goutte,False
2020-02-29,10,amandiers,962.3508963396539,goutte-à-goutte,False
