date,field_id,crop_type,yield,irrigation,fertilizer_used,age_plantation
2020-01-31,3,amandiers,830.4926811858832,goutte-à-goutte,True,15
2020-02-29,3,amandiers,535.4477259388834,goutte-à-goutte,True,15
2020-03-31,3,amandiers,1042.6785728737282,aspersion,True,3
2020-04-30,3,amandiers,637.7996455966153,aspersion,True,46
2020-05-31,3,amandiers,1035.0624233820743,goutte-à-goutte,True,21
2020-06-30,3,amandiers,917.641557582274,goutte-à-goutte,False,7
2020-07-31,3,amandiers,783.1127878127743,goutte-à-goutte,True,27
2020-08-31,3,amandiers,759.068407110322,aucune,True,26
2020-09-30,3,amandiers,718.8241487951789,goutte-à-goutte,False,33
2020-10-31,3,amandiers,507.3097723310403,goutte-à-goutte,True,10
2020-11-30,3,amandiers,892.4663732981245,aucune,True,7
2020-12-31,3,amandiers,1049.671576568254,goutte-à-goutte,True,13
2021-01-31,3,amandiers,1062.9088972272702,goutte-à-goutte,True,41
2021-02-28,3,amandiers,645.0068722854471,goutte-à-goutte,True,18
2021-03-31,3,amandiers,615.5733807081612,aucune,True,39
2021-04-30,3,amandiers,614.7175971756449,aspersion,True,46
2021-05-31,3,amandiers,886.6369409400346,goutte-à-goutte,False,27
2021-06-30,3,amandiers,862.8963007211293,goutte-à-goutte,True,17
2021-07-31,3,amandiers,1088.9670417245434,goutte-à-goutte,True,26
2021-08-31,3,amandiers,1025.5576622304884,goutte-à-goutte,False,29
2021-09-30,3,amandiers,920.8368185893811,goutte-à-goutte,False,25
2021-10-31,3,amandiers,735.812004860127,aucune,True,1
2021-11-30,3,amandiers,951.9102893638413,goutte-à-goutte,True,48
2021-12-31,3,amandiers,726.4630167610037,aucune,True,12
2022-01-31,3,amandiers,895.2575534148029,aucune,True,49
2022-02-28,3,amandiers,1055.2488767355349,aspersion,True,3
2022-03-31,3,amandiers,939.966766618142,goutte-à-goutte,True,46
2022-04-30,3,amandiers,182.6780254872407,goutte-à-goutte,True,27
2022-05-31,3,amandiers,626.6171730838689,goutte-à-goutte,True,33
2022-06-30,3,amandiers,770.7665108104793,goutte-à-goutte,False,27
2022-07-31,3,amandiers,745.1723931822752,goutte-à-goutte,False,28
2022-08-31,3,amandiers,543.0686260055122,goutte-à-goutte,True,5
2022-09-30,3,amandiers,801.4161344838418,aucune,True,45
2022-10-31,3,amandiers,737.2243048986721,aspersion,True,14
2022-11-30,3,amandiers,930.9756889165567,goutte-à-goutte,True,24
2022-12-31,3,amandiers,686.7704634793513,goutte-à-goutte,True,20
2023-01-31,3,amandiers,722.7404089966547,aspersion,True,15
2023-02-28,3,amandiers,908.6098805867838,goutte-à-goutte,True,20
2023-03-31,3,amandiers,1088.3665721642485,goutte-à-goutte,False,31
2023-04-30,3,amandiers,799.3641905184479,aspersion,False,10
2023-05-31,3,amandiers,858.20871327037,goutte-à-goutte,True,1
2023-06-30,3,amandiers,728.6125742573854,goutte-à-goutte,True,8
2023-07-31,3,amandiers,491.06130224743765,aspersion,True,47
2023-08-31,3,amandiers,1034.3701954554344,goutte-à-goutte,True,10
2023-09-30,3,amandiers,930.1171912903302,goutte-à-goutte,True,8
2023-10-31,3,amandiers,812.6093963410617,aspersion,True,35
2023-11-30,3,amandiers,994.5841512773272,goutte-à-goutte,True,46
2023-12-31,3,amandiers,1066.4321715658784,goutte-à-goutte,False,22
2020-01-31,4,oliviers,1414.4649962005997,goutte-à-goutte,True,22
2020-02-29,4,oliviers,1621.506934929423,goutte-à-goutte,True,2
2020-03-31,4,oliviers,1029.7895947823595,aspersion,True,28
2020-04-30,4,oliviers,1148.9044812787008,goutte-à-goutte,True,38
2020-05-31,4,oliviers,989.2423939843897,goutte-à-goutte,True,11
2020-06-30,4,oliviers,1084.7654139971883,goutte-à-goutte,True,13
2020-07-31,4,oliviers,838.4990986300073,aucune,True,42
2020-08-31,4,oliviers,1296.3903984634096,aspersion,True,34
2020-09-30,4,oliviers,1228.0211201606696,goutte-à-goutte,True,7
2020-10-31,4,oliviers,1155.2664242539436,goutte-à-goutte,True,42
2020-11-30,4,oliviers,1056.239869813657,goutte-à-goutte,True,32
2020-12-31,4,oliviers,1108.190287310044,goutte-à-goutte,True,28
2021-01-31,4,oliviers,981.3903974374207,aucune,True,8
2021-02-28,4,oliviers,1105.3032841837878,goutte-à-goutte,True,19
2021-03-31,4,oliviers,1231.067554348681,aspersion,False,25
2021-04-30,4,oliviers,1483.6898967502575,goutte-à-goutte,True,6
2021-05-31,4,oliviers,1661.228587965447,goutte-à-goutte,False,24
2021-06-30,4,oliviers,782.0235444173811,aspersion,True,38
2021-07-31,4,oliviers,1059.7562107430192,aspersion,True,42
2021-08-31,4,oliviers,341.7024095306267,goutte-à-goutte,True,26
2021-09-30,4,oliviers,1574.9143568802367,goutte-à-goutte,False,22
2021-10-31,4,oliviers,1551.078674789154,goutte-à-goutte,False,45
2021-11-30,4,oliviers,1256.7304790310914,aspersion,False,14
2021-12-31,4,oliviers,884.3176629580269,goutte-à-goutte,False,2
2022-01-31,4,oliviers,1367.9384349267891,goutte-à-goutte,True,44
2022-02-28,4,oliviers,852.5940717077222,goutte-à-goutte,True,38
2022-03-31,4,oliviers,637.0378396660016,goutte-à-goutte,True,30
2022-04-30,4,oliviers,1191.9714780266982,goutte-à-goutte,True,34
2022-05-31,4,oliviers,953.6956939690784,goutte-à-goutte,True,38
2022-06-30,4,oliviers,1371.9191611372562,goutte-à-goutte,True,27
2022-07-31,4,oliviers,1407.8466250493814,goutte-à-goutte,False,3
2022-08-31,4,oliviers,1161.5320768400375,goutte-à-goutte,True,12
2022-09-30,4,oliviers,1058.9948206441277,goutte-à-goutte,True,1
2022-10-31,4,oliviers,1304.7142596996605,goutte-à-goutte,True,30
2022-11-30,4,oliviers,1024.0088929843776,goutte-à-goutte,True,40
2022-12-31,4,oliviers,1227.7446935001485,goutte-à-goutte,False,21
2023-01-31,4,oliviers,838.8362228919129,goutte-à-goutte,True,14
2023-02-28,4,oliviers,836.6412908521578,aspersion,True,42
2023-03-31,4,oliviers,990.660090984122,goutte-à-goutte,True,23
2023-04-30,4,oliviers,1342.9680913004083,goutte-à-goutte,True,22
2023-05-31,4,oliviers,1182.4639844198575,aucune,False,48
2023-06-30,4,oliviers,1264.3428772370198,goutte-à-goutte,True,29
2023-07-31,4,oliviers,765.5819255581976,aucune,True,2
2023-08-31,4,oliviers,1466.0282301909629,aucune,True,3
2023-09-30,4,oliviers,510.0867528132725,aspersion,True,23
2023-10-31,4,oliviers,782.3199122721498,goutte-à-goutte,True,22
2023-11-30,4,oliviers,1938.3556517073255,goutte-à-goutte,True,37
2023-12-31,4,oliviers,1103.176119515588,goutte-à-goutte,True,45
2020-01-31,5,figuiers,1288.1598124072461,goutte-à-goutte,True,1
2020-02-29,5,figuiers,1054.354205787827,goutte-à-goutte,True,1
2020-03-31,5,figuiers,858.5167556614601,goutte-à-goutte,True,1
2020-04-30,5,figuiers,1174.596488643654,goutte-à-goutte,True,1
2020-05-31,5,figuiers,651.2132526041331,goutte-à-goutte,True,1
2020-06-30,5,figuiers,1017.4749585805587,aspersion,False,1
2020-07-31,5,figuiers,597.3415309925576,aspersion,False,1
2020-08-31,5,figuiers,931.361338902484,goutte-à-goutte,True,1
2020-09-30,5,figuiers,1106.2393296241503,goutte-à-goutte,True,1
2020-10-31,5,figuiers,651.1263033731445,goutte-à-goutte,True,1
2020-11-30,5,figuiers,870.9104528373298,goutte-à-goutte,True,1
2020-12-31,5,figuiers,1092.4129672321303,goutte-à-goutte,True,1
2021-01-31,5,figuiers,1015.8078987544794,aspersion,True,1
2021-02-28,5,figuiers,790.2217888455189,goutte-à-goutte,True,1
2021-03-31,5,figuiers,995.1113222757351,goutte-à-goutte,True,1
2021-04-30,5,figuiers,801.206681691849,aspersion,True,1
2021-05-31,5,figuiers,954.5039486345308,goutte-à-goutte,True,1
2021-06-30,5,figuiers,1130.6748342185208,goutte-à-goutte,False,1
2021-07-31,5,figuiers,765.5678330077121,goutte-à-goutte,True,1
2021-08-31,5,figuiers,953.0198754708034,goutte-à-goutte,False,1
2021-09-30,5,figuiers,959.878180416217,goutte-à-goutte,True,1
2021-10-31,5,figuiers,1162.0100825392688,goutte-à-goutte,True,1
2021-11-30,5,figuiers,1006.9082094898358,goutte-à-goutte,True,1
2021-12-31,5,figuiers,693.5416361676414,aspersion,True,1
2022-01-31,5,figuiers,905.9863809731313,goutte-à-goutte,True,1
2022-02-28,5,figuiers,1027.4501751522,goutte-à-goutte,False,1
2022-03-31,5,figuiers,431.01045525086374,goutte-à-goutte,True,1
2022-04-30,5,figuiers,1130.0773220644855,aspersion,True,1
2022-05-31,5,figuiers,1340.7562503170261,goutte-à-goutte,True,1
2022-06-30,5,figuiers,699.7639875730843,goutte-à-goutte,True,1
2022-07-31,5,figuiers,762.8475659514843,aspersion,True,1
2022-08-31,5,figuiers,614.242931939201,goutte-à-goutte,True,1
2022-09-30,5,figuiers,639.2870503538226,aspersion,True,1
2022-10-31,5,figuiers,1437.7552273068782,goutte-à-goutte,True,1
2022-11-30,5,figuiers,909.9549374712284,goutte-à-goutte,True,1
2022-12-31,5,figuiers,785.0324580757867,aspersion,True,1
2023-01-31,5,figuiers,1055.0482634522557,goutte-à-goutte,True,1
2023-02-28,5,figuiers,736.2190252228395,goutte-à-goutte,False,1
2023-03-31,5,figuiers,902.1702764595393,goutte-à-goutte,True,1
2023-04-30,5,figuiers,1605.6070932014209,goutte-à-goutte,True,1
2023-05-31,5,figuiers,1179.0772697622397,goutte-à-goutte,False,1
2023-06-30,5,figuiers,816.257207728303,goutte-à-goutte,True,1
2023-07-31,5,figuiers,1076.1931564972529,goutte-à-goutte,True,1
2023-08-31,5,figuiers,1264.3390720766433,goutte-à-goutte,True,1
2023-09-30,5,figuiers,1517.4617213839128,goutte-à-goutte,True,1
2023-10-31,5,figuiers,710.7240333914576,goutte-à-goutte,True,1
2023-11-30,5,figuiers,1046.736329688477,goutte-à-goutte,True,1
2023-12-31,5,figuiers,971.7115344395635,goutte-à-goutte,True,1
2020-01-31,6,oliviers,1283.099546830539,goutte-à-goutte,False,6
2020-02-29,6,oliviers,1410.6368035138253,goutte-à-goutte,True,42
2020-03-31,6,oliviers,1256.2925150814287,goutte-à-goutte,True,9
2020-04-30,6,oliviers,1709.5894098884357,goutte-à-goutte,False,46
2020-05-31,6,oliviers,1237.1509630596208,aspersion,True,45
2020-06-30,6,oliviers,1954.7877029196084,goutte-à-goutte,True,43
2020-07-31,6,oliviers,592.0440879987757,aucune,True,33
2020-08-31,6,oliviers,1281.4993430232814,goutte-à-goutte,True,35
2020-09-30,6,oliviers,1255.5342140365622,goutte-à-goutte,True,22
2020-10-31,6,oliviers,844.4133841398011,aucune,False,1
2020-11-30,6,oliviers,524.9097471545458,aspersion,True,22
2020-12-31,6,oliviers,1463.275245184394,goutte-à-goutte,False,8
2021-01-31,6,oliviers,1279.400340640552,goutte-à-goutte,False,18
2021-02-28,6,oliviers,848.473610265961,goutte-à-goutte,True,21
2021-03-31,6,oliviers,877.8244736059027,goutte-à-goutte,True,21
2021-04-30,6,oliviers,1067.199779555449,goutte-à-goutte,False,44
2021-05-31,6,oliviers,1211.5990890654275,goutte-à-goutte,False,36
2021-06-30,6,oliviers,632.4179201481386,goutte-à-goutte,True,31
2021-07-31,6,oliviers,1757.4193953353779,goutte-à-goutte,True,19
2021-08-31,6,oliviers,1254.0639051190158,goutte-à-goutte,False,21
2021-09-30,6,oliviers,1339.9256387438609,goutte-à-goutte,True,34
2021-10-31,6,oliviers,1325.0264236304693,goutte-à-goutte,True,45
2021-11-30,6,oliviers,1422.683040040457,goutte-à-goutte,True,44
2021-12-31,6,oliviers,1371.7928065776139,goutte-à-goutte,True,16
2022-01-31,6,oliviers,1192.7336600291987,goutte-à-goutte,True,18
2022-02-28,6,oliviers,1400.404567803596,aucune,True,30
2022-03-31,6,oliviers,1567.618918652843,goutte-à-goutte,True,41
2022-04-30,6,oliviers,397.02634306785853,aucune,True,7
2022-05-31,6,oliviers,1484.754188760201,goutte-à-goutte,True,34
2022-06-30,6,oliviers,1109.2437764520778,goutte-à-goutte,True,5
2022-07-31,6,oliviers,1327.1135776585757,goutte-à-goutte,True,36
2022-08-31,6,oliviers,1161.8009911091171,aucune,True,37
2022-09-30,6,oliviers,1627.979256649028,goutte-à-goutte,True,4
2022-10-31,6,oliviers,1227.3763307933605,aspersion,True,49
2022-11-30,6,oliviers,773.9362292351557,goutte-à-goutte,False,29
2022-12-31,6,oliviers,1406.504032652972,goutte-à-goutte,True,9
2023-01-31,6,oliviers,1197.9886942800958,goutte-à-goutte,True,34
2023-02-28,6,oliviers,918.6453344993238,goutte-à-goutte,True,35
2023-03-31,6,oliviers,1023.7670493354939,goutte-à-goutte,False,48
2023-04-30,6,oliviers,1475.8235316424787,goutte-à-goutte,True,17
2023-05-31,6,oliviers,1364.6932571212599,goutte-à-goutte,True,39
2023-06-30,6,oliviers,799.180178042425,aucune,False,46
2023-07-31,6,oliviers,1050.2323096963028,goutte-à-goutte,True,32
2023-08-31,6,oliviers,1324.7583272367913,goutte-à-goutte,True,42
2023-09-30,6,oliviers,1094.1284638279863,goutte-à-goutte,False,44
2023-10-31,6,oliviers,1619.4971493203502,goutte-à-goutte,True,45
2023-11-30,6,oliviers,1144.1254656705607,goutte-à-goutte,True,21
2023-12-31,6,oliviers,1102.1150127773467,aspersion,True,11
2020-01-31,7,oliviers,1110.2550168894497,goutte-à-goutte,True,35
2020-02-29,7,oliviers,1494.241312606241,goutte-à-goutte,False,33
2020-03-31,7,oliviers,1092.0068214551707,goutte-à-goutte,True,1
2020-04-30,7,oliviers,1206.1058112260876,goutte-à-goutte,True,5
2020-05-31,7,oliviers,996.7093787475951,goutte-à-goutte,True,46
2020-06-30,7,oliviers,884.9404440754304,goutte-à-goutte,True,14
2020-07-31,7,oliviers,938.5147518056262,goutte-à-goutte,True,14
2020-08-31,7,oliviers,1734.9961879284801,goutte-à-goutte,True,28
2020-09-30,7,oliviers,880.1296440243203,goutte-à-goutte,True,20
2020-10-31,7,oliviers,1279.6168512200188,aucune,True,47
2020-11-30,7,oliviers,1078.7985541897012,aspersion,True,46
2020-12-31,7,oliviers,708.3134899308621,aucune,True,14
2021-01-31,7,oliviers,1018.6651617361312,goutte-à-goutte,True,8
2021-02-28,7,oliviers,1334.436385608298,aspersion,True,26
2021-03-31,7,oliviers,1144.6139277002098,goutte-à-goutte,True,12
2021-04-30,7,oliviers,1449.7289287146234,goutte-à-goutte,False,18
2021-05-31,7,oliviers,1160.692567325582,goutte-à-goutte,True,10
2021-06-30,7,oliviers,1277.2525815040965,goutte-à-goutte,True,9
2021-07-31,7,oliviers,977.7524581713656,goutte-à-goutte,True,26
2021-08-31,7,oliviers,1005.9400611415823,aspersion,True,31
2021-09-30,7,oliviers,607.0823201342723,goutte-à-goutte,True,14
2021-10-31,7,oliviers,941.0196991832823,goutte-à-goutte,True,5
2021-11-30,7,oliviers,1401.8735141804577,goutte-à-goutte,True,15
2021-12-31,7,oliviers,1001.2073180440138,aucune,True,13
2022-01-31,7,oliviers,1261.7002390494515,goutte-à-goutte,True,25
2022-02-28,7,oliviers,1403.408124386113,goutte-à-goutte,True,40
2022-03-31,7,oliviers,1636.3388282780688,goutte-à-goutte,True,17
2022-04-30,7,oliviers,1641.5093592721098,goutte-à-goutte,False,11
2022-05-31,7,oliviers,1379.3767165291868,aspersion,False,6
2022-06-30,7,oliviers,905.8119865896789,aspersion,False,10
2022-07-31,7,oliviers,1075.695392786951,aspersion,True,1
2022-08-31,7,oliviers,1747.3411539417882,goutte-à-goutte,True,21
2022-09-30,7,oliviers,911.5526181812232,goutte-à-goutte,True,8
2022-10-31,7,oliviers,1078.6516557545274,goutte-à-goutte,True,12
2022-11-30,7,oliviers,1512.4052895756593,goutte-à-goutte,True,9
2022-12-31,7,oliviers,1606.864253808989,goutte-à-goutte,True,29
2023-01-31,7,oliviers,1031.5152419785977,goutte-à-goutte,True,16
2023-02-28,7,oliviers,1881.5529116257665,aspersion,True,44
2023-03-31,7,oliviers,1373.3523692450958,goutte-à-goutte,True,11
2023-04-30,7,oliviers,1409.349833689422,aspersion,True,12
2023-05-31,7,oliviers,1353.1380175145305,goutte-à-goutte,True,18
2023-06-30,7,oliviers,1274.78387124952,goutte-à-goutte,False,46
2023-07-31,7,oliviers,805.6338272980911,goutte-à-goutte,True,26
2023-08-31,7,oliviers,630.6250659097119,goutte-à-goutte,True,34
2023-09-30,7,oliviers,1016.3876006364808,goutte-à-goutte,True,20
2023-10-31,7,oliviers,581.6041972021013,goutte-à-goutte,True,11
2023-11-30,7,oliviers,983.4582545204482,goutte-à-goutte,True,26
2023-12-31,7,oliviers,926.13638218643,goutte-à-goutte,True,30
2020-01-31,8,poivrons,15315.159892564621,goutte-à-goutte,False,1
2020-02-29,8,poivrons,19583.318913363444,goutte-à-goutte,True,1
2020-03-31,8,poivrons,16762.52625440582,goutte-à-goutte,True,1
2020-04-30,8,poivrons,21345.523782030454,goutte-à-goutte,True,1
2020-05-31,8,poivrons,25906.7837485658,goutte-à-goutte,True,1
2020-06-30,8,poivrons,29285.12321775961,goutte-à-goutte,True,1
2020-07-31,8,poivrons,22401.04569370983,goutte-à-goutte,True,1
2020-08-31,8,poivrons,31883.926978527583,goutte-à-goutte,True,1
2020-09-30,8,poivrons,14053.988115094566,aspersion,True,1
2020-10-31,8,poivrons,15776.601841583244,goutte-à-goutte,True,1
2020-11-30,8,poivrons,20026.87930674218,goutte-à-goutte,True,1
2020-12-31,8,poivrons,19711.963823794817,aspersion,True,1
2021-01-31,8,poivrons,12796.517791275579,goutte-à-goutte,True,1
2021-02-28,8,poivrons,14888.425783026418,goutte-à-goutte,True,1
2021-03-31,8,poivrons,15076.37586393665,goutte-à-goutte,True,1
2021-04-30,8,poivrons,25548.887961065375,aspersion,True,1
2021-05-31,8,poivrons,22689.846054342655,goutte-à-goutte,False,1
2021-06-30,8,poivrons,26347.933015137238,goutte-à-goutte,True,1
2021-07-31,8,poivrons,16213.779091104356,goutte-à-goutte,True,1
2021-08-31,8,poivrons,29795.67844275316,goutte-à-goutte,True,1
2021-09-30,8,poivrons,23565.616576036187,goutte-à-goutte,False,1
2021-10-31,8,poivrons,14932.207149504608,goutte-à-goutte,True,1
2021-11-30,8,poivrons,14242.700123416193,goutte-à-goutte,False,1
2021-12-31,8,poivrons,11477.54402223062,goutte-à-goutte,True,1
2022-01-31,8,poivrons,13273.94273274793,goutte-à-goutte,True,1
2022-02-28,8,poivrons,20504.340822218343,aspersion,True,1
2022-03-31,8,poivrons,11110.900070929454,aspersion,True,1
2022-04-30,8,poivrons,21173.314767826472,goutte-à-goutte,True,1
2022-05-31,8,poivrons,19366.724806493425,goutte-à-goutte,True,1
2022-06-30,8,poivrons,17935.217509013306,goutte-à-goutte,False,1
2022-07-31,8,poivrons,26709.26990737189,goutte-à-goutte,True,1
2022-08-31,8,poivrons,21630.278979850314,goutte-à-goutte,True,1
2022-09-30,8,poivrons,20497.19436260696,goutte-à-goutte,True,1
2022-10-31,8,poivrons,18172.75798362693,aspersion,False,1
2022-11-30,8,poivrons,16561.807841053553,goutte-à-goutte,True,1
2022-12-31,8,poivrons,23925.927456239035,goutte-à-goutte,True,1
2023-01-31,8,poivrons,10828.723603692233,aspersion,True,1
2023-02-28,8,poivrons,13648.239856897208,goutte-à-goutte,True,1
2023-03-31,8,poivrons,17266.10492974842,goutte-à-goutte,True,1
2023-04-30,8,poivrons,28728.616482417303,goutte-à-goutte,True,1
2023-05-31,8,poivrons,24198.205729524416,goutte-à-goutte,True,1
2023-06-30,8,poivrons,23751.999620407783,aspersion,True,1
2023-07-31,8,poivrons,19002.057616367823,goutte-à-goutte,True,1
2023-08-31,8,poivrons,31605.115085141333,aspersion,False,1
2023-09-30,8,poivrons,19469.422702337964,goutte-à-goutte,False,1
2023-10-31,8,poivrons,7985.378043051413,aspersion,True,1
2023-11-30,8,poivrons,20975.29944089846,goutte-à-goutte,False,1
2023-12-31,8,poivrons,16491.382941022028,goutte-à-goutte,True,1
2020-01-31,9,oliviers,1488.2917946692721,goutte-à-goutte,True,27
2020-02-29,9,oliviers,612.4445646975661,aspersion,True,1
2020-03-31,9,oliviers,1968.545582287142,goutte-à-goutte,False,7
2020-04-30,9,oliviers,1357.192718620539,goutte-à-goutte,True,7
2020-05-31,9,oliviers,1174.9678228498574,goutte-à-goutte,True,39
2020-06-30,9,oliviers,1208.8694303863008,aspersion,True,42
2020-07-31,9,oliviers,1207.806212115631,goutte-à-goutte,True,45
2020-08-31,9,oliviers,1095.4441858788334,aspersion,True,6
2020-09-30,9,oliviers,1213.2811983361128,goutte-à-goutte,True,18
2020-10-31,9,oliviers,955.1087660640744,goutte-à-goutte,True,4
2020-11-30,9,oliviers,945.9035421526473,aucune,True,7
2020-12-31,9,oliviers,1085.9504380239978,goutte-à-goutte,True,38
2021-01-31,9,oliviers,913.3189024797139,goutte-à-goutte,True,34
2021-02-28,9,oliviers,1625.4890230654446,goutte-à-goutte,True,47
